"path","area","kind","lines","bytes"
"tools/Neo.L2.Explore/Neo.L2.Explore.csproj","operator-tools","csproj","20","755"
"tools/Neo.L2.Explore/Program.cs","operator-tools","csharp","87","3752"
"tools/Neo.L2.Faucet.Cli/FaucetJournal.cs","operator-tools","csharp","110","4607"
"tools/Neo.L2.Faucet.Cli/FaucetPolicy.cs","operator-tools","csharp","78","3175"
"tools/Neo.L2.Faucet.Cli/Neo.L2.Faucet.Cli.csproj","operator-tools","csproj","22","966"
"tools/Neo.L2.Faucet.Cli/Program.cs","operator-tools","csharp","247","9490"
"tools/Neo.Stack.Cli/Commands/ArgUtil.cs","operator-tools","csharp","23","492"
"tools/Neo.Stack.Cli/Commands/CreateChainCommand.cs","operator-tools","csharp","76","3743"
"tools/Neo.Stack.Cli/Commands/InitL2Command.cs","operator-tools","csharp","59","2609"
"tools/Neo.Stack.Cli/Commands/ListTemplatesCommand.cs","operator-tools","csharp","68","3231"
"tools/Neo.Stack.Cli/Commands/NewL2Command.cs","operator-tools","csharp","178","8607"
"tools/Neo.Stack.Cli/Commands/ScaffoldExecutorCommand.cs","operator-tools","csharp","574","27002"
"tools/Neo.Stack.Cli/Commands/StubCommands.cs","operator-tools","csharp","327","16520"
"tools/Neo.Stack.Cli/Commands/TemplateCatalog.cs","operator-tools","csharp","70","4406"
"tools/Neo.Stack.Cli/Commands/ValidateChainConfigCommand.cs","operator-tools","csharp","209","10405"
"tools/Neo.Stack.Cli/Neo.Stack.Cli.csproj","operator-tools","csproj","21","638"
"tools/Neo.Stack.Cli/Program.cs","operator-tools","csharp","84","3400"
"watchers/neo-bridge-watcher-eth/Cargo.toml","bridge-watchers","toml","56","2563"
"watchers/neo-bridge-watcher-eth/deploy/k8s.yaml","bridge-watchers","yaml","166","6016"
"watchers/neo-bridge-watcher-eth/deploy/neo-bridge-watcher.service","bridge-watchers","other","70","2493"
"watchers/neo-bridge-watcher-eth/deploy/README.md","bridge-watchers","markdown","191","8105"
"watchers/neo-bridge-watcher-eth/Dockerfile","bridge-watchers","other","89","4421"
"watchers/neo-bridge-watcher-eth/README.md","bridge-watchers","markdown","262","14079"
"watchers/neo-bridge-watcher-eth/src/bin/neo-bridge-watcher-eth.rs","bridge-watchers","rust","972","40138"
"watchers/neo-bridge-watcher-eth/src/chains.rs","bridge-watchers","rust","614","26808"
"watchers/neo-bridge-watcher-eth/src/core.rs","bridge-watchers","rust","429","16370"
"watchers/neo-bridge-watcher-eth/src/event_source.rs","bridge-watchers","rust","135","4377"
"watchers/neo-bridge-watcher-eth/src/journal.rs","bridge-watchers","rust","78","2466"
"watchers/neo-bridge-watcher-eth/src/lib.rs","bridge-watchers","rust","59","2656"
"watchers/neo-bridge-watcher-eth/src/live/eth_rpc.rs","bridge-watchers","rust","1011","42302"
"watchers/neo-bridge-watcher-eth/src/live/file_journal.rs","bridge-watchers","rust","492","19839"
"watchers/neo-bridge-watcher-eth/src/live/health.rs","bridge-watchers","rust","649","26646"
"watchers/neo-bridge-watcher-eth/src/live/mod.rs","bridge-watchers","rust","36","1374"
"watchers/neo-bridge-watcher-eth/src/live/neo_rpc.rs","bridge-watchers","rust","669","25542"
"watchers/neo-bridge-watcher-eth/src/live/test_support.rs","bridge-watchers","rust","77","2982"
"watchers/neo-bridge-watcher-eth/src/messaging.rs","bridge-watchers","rust","208","8420"
"watchers/neo-bridge-watcher-eth/src/proof.rs","bridge-watchers","rust","223","7435"
"watchers/neo-bridge-watcher-eth/src/signer.rs","bridge-watchers","rust","173","6531"
"watchers/neo-bridge-watcher-eth/src/submitter.rs","bridge-watchers","rust","78","2374"
"watchers/neo-bridge-watcher-eth/tests/daemon_run_loop_smoke.rs","bridge-watchers","rust","280","10169"
"watchers/neo-bridge-watcher-eth/tests/parity.rs","bridge-watchers","rust","112","4481"
"watchers/neo-bridge-watcher-eth/tests/preflight_smoke.rs","bridge-watchers","rust","554","20894"
"watchers/neo-bridge-watcher-sol/Cargo.toml","bridge-watchers","toml","19","649"
"watchers/neo-bridge-watcher-sol/src/lib.rs","bridge-watchers","rust","206","8129"
"watchers/neo-bridge-watcher-sol/tests/parity.rs","bridge-watchers","rust","104","4158"
"watchers/neo-bridge-watcher-tron/Cargo.toml","bridge-watchers","toml","20","728"
"watchers/neo-bridge-watcher-tron/src/lib.rs","bridge-watchers","rust","111","4782"
"watchers/neo-bridge-watcher-tron/tests/parity.rs","bridge-watchers","rust","82","3357"
"WHITEPAPER.md","root-governance-docs","markdown","566","33018"
